Country,Province,District,Ward,Male,Female,Total,Households,Difference,M:F ratio,Total_District,Households_District,dist_Avg_House,prov(M/F),prov_Female %,prov_Male %,prov_Avg_house,dist_dist(M/F),dist_Female %,dist_Male %
Zimbabwe,Matebeleland North,Binga,Ward 18,2566,2950,5516,1286,384,87,159982,39495,4,94,52,48,4,83,55,45
Zimbabwe,Matebeleland North,Binga,Ward 19,2751,3228,5979,1338,477,85,159982,39495,4,94,52,48,4,83,55,45
Zimbabwe,Matebeleland North,Binga,Ward 20,2312,2851,5163,1106,539,81,159982,39495,4,94,52,48,4,83,55,45
Zimbabwe,Matebeleland North,Binga,Ward 21,10312,11602,21914,4254,1290,89,159982,39495,4,94,52,48,4,83,55,45
Zimbabwe,Matebeleland North,Binga,Ward 22,1552,1822,3374,890,270,85,159982,39495,4,94,52,48,4,83,55,45
Zimbabwe,Matebeleland North,Binga,Ward 23,3389,4144,7533,1844,755,82,159982,39495,4,94,52,48,4,83,55,45
Zimbabwe,Matebeleland North,Binga,Ward 24,3349,3218,6567,1937,-131,104,159982,39495,4,94,52,48,4,83,55,45
Zimbabwe,Matebeleland North,Binga,Ward 25,1777,2169,3946,923,392,82,159982,39495,4,94,52,48,4,83,55,45
Zimbabwe,Matebeleland North,Bubi,Ward 01,2273,1727,4000,933,-546,132,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 02,1575,1645,3220,724,70,96,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 03,1728,1912,3640,821,184,90,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 04,1707,1838,3545,768,131,93,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 05,794,824,1618,343,30,96,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 06,80,63,143,34,-17,127,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 07,1479,1549,3028,702,70,95,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 08,1018,865,1883,448,-153,118,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 09,819,619,1438,376,-200,132,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 10,1408,1023,2431,763,-385,138,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 11,3787,3810,7597,2034,23,99,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 12,2149,1669,3818,949,-480,129,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 13,1805,1525,3330,891,-280,118,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 14,974,780,1754,484,-194,125,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 15,1390,1369,2759,692,-21,102,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 16,1023,1030,2053,479,7,99,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 17,1291,1407,2698,570,116,92,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 18,1112,1212,2324,515,100,92,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 19,1453,1323,2776,571,-130,110,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 20,2407,2248,4655,962,-159,107,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 21,3409,3062,6471,1445,-347,111,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 22,2222,1477,3699,1231,-745,150,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Bubi,Ward 23,3146,2058,5204,1517,-1088,153,74084,18252,4,94,52,48,4,111,47,53
Zimbabwe,Matebeleland North,Hwange Rural,Ward 01,2528,2488,5016,1242,-40,102,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 02,3139,3041,6180,1578,-98,103,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 03,1785,1884,3669,926,99,95,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 04,1665,1888,3553,875,223,88,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 05,1218,1432,2650,670,214,85,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 06,1289,1428,2717,713,139,90,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 07,1625,1751,3376,864,126,93,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 08,900,1044,1944,490,144,86,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 09,1021,1033,2054,560,12,99,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 10,2111,2378,4489,1249,267,89,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 11,1765,1982,3747,926,217,89,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 12,1324,1465,2789,700,141,90,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 13,356,397,753,191,41,90,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 14,1594,1875,3469,857,281,85,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 15,2297,2700,4997,1293,403,85,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 16,1575,1806,3381,832,231,87,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 17,1884,1763,3647,1047,-121,107,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 18,1772,1828,3600,1099,56,97,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 19,666,413,1079,409,-253,161,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Hwange Rural,Ward 20,3162,3085,6247,1404,-77,102,69357,17925,4,94,52,48,4,94,51,49
Zimbabwe,Matebeleland North,Lupane,Ward 01,1242,1229,2471,529,-13,101,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 02,823,895,1718,384,72,92,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 03,2212,2582,4794,1042,370,86,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 04,1180,1328,2508,524,148,89,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 05,2288,2447,4735,972,159,94,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 06,1493,1675,3168,598,182,89,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 07,1042,1175,2217,436,133,89,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 08,1885,2061,3946,852,176,91,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 09,1491,1706,3197,640,215,87,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 10,2532,2913,5445,1087,381,87,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 11,2522,2796,5318,1038,274,90,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 12,2047,2145,4192,839,98,95,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 13,2263,2412,4675,1065,149,94,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 14,1615,1879,3494,798,264,86,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 15,3776,4450,8226,2204,674,85,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 16,2109,2395,4504,964,286,88,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 17,2095,2205,4300,837,110,95,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 18,1528,1651,3179,726,123,93,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 19,2302,2501,4803,1034,199,92,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 20,1924,2134,4058,876,210,90,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 21,2605,2870,5475,1121,265,91,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 22,668,621,1289,305,-47,108,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 23,2321,2610,4931,1008,289,89,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 24,843,825,1668,393,-18,102,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 25,477,484,961,212,7,99,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 26,484,479,963,194,-5,101,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 27,1683,1844,3527,741,161,91,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Lupane,Ward 28,3645,3841,7486,1609,196,95,107248,23028,5,94,52,48,4,91,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 01,2377,2660,5037,1096,283,89,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 02,1995,2192,4187,844,197,91,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 03,1711,1833,3544,807,122,93,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 04,1538,1597,3135,678,59,96,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 05,3065,3373,6438,1343,308,91,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 06,2312,2533,4845,1005,221,91,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 07,1755,1921,3676,795,166,91,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 08,1762,1815,3577,693,53,97,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 09,1620,1795,3415,646,175,90,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 10,1508,1679,3187,650,171,90,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 11,1183,1274,2457,490,91,93,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 12,2162,2304,4466,864,142,94,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 13,2020,2227,4247,830,207,91,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 14,1787,1948,3735,718,161,92,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 15,1013,1096,2109,434,83,92,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 16,1845,1829,3674,764,-16,101,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 17,1390,1578,2968,653,188,88,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 18,1307,1432,2739,577,125,91,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 19,1740,1893,3633,841,153,92,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 20,1650,1784,3434,805,134,92,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 21,1911,2009,3920,912,98,95,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 22,2634,2850,5484,1248,216,92,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 23,1483,1624,3107,666,141,91,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 24,2219,2419,4638,913,200,92,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 25,1792,1951,3743,791,159,92,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 26,1349,1433,2782,567,84,94,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 27,1737,1808,3545,712,71,96,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 28,973,951,1924,419,-22,102,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 29,2936,3264,6200,1710,328,90,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Nkayi,Ward 30,1325,1300,2625,546,-25,102,112471,24017,5,94,52,48,4,93,52,48
Zimbabwe,Matebeleland North,Tsholotsho,Ward 01,1688,1814,3502,789,126,93,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 02,2309,2647,4956,1074,338,87,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 03,2422,2728,5150,1129,306,89,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 04,1252,1376,2628,578,124,91,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 05,2267,2504,4771,1161,237,91,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 06,3748,4256,8004,1834,508,88,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 07,1967,2106,4073,951,139,93,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 08,4294,5050,9344,1914,756,85,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 09,3099,3461,6560,1407,362,90,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 10,1846,2222,4068,890,376,83,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 11,1930,2202,4132,892,272,88,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 12,3600,4058,7658,1742,458,89,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 13,2541,2899,5440,1336,358,88,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 14,1696,2039,3735,828,343,83,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 15,3963,4688,8651,2021,725,85,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 16,2405,2957,5362,1263,552,81,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 17,1825,2249,4074,1007,424,81,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 18,1979,2320,4299,1017,341,85,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 19,2580,3000,5580,1368,420,86,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 20,938,892,1830,394,-46,105,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 21,998,1184,2182,470,186,84,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Tsholotsho,Ward 22,4466,5317,9783,2603,851,84,115782,26668,4,94,52,48,4,87,54,46
Zimbabwe,Matebeleland North,Umguza,Ward 01,3255,2922,6177,1672,-333,111,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Umguza,Ward 02,6361,6160,12521,3412,-201,103,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Umguza,Ward 03,2331,2215,4546,1050,-116,105,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Umguza,Ward 04,1535,1505,3040,733,-30,102,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Umguza,Ward 05,2830,2609,5439,1138,-221,108,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Umguza,Ward 06,1833,1845,3678,851,12,99,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Umguza,Ward 07,3939,3628,7567,2211,-311,109,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Umguza,Ward 08,3012,2492,5504,1645,-520,121,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Umguza,Ward 09,3047,2738,5785,1456,-309,111,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Umguza,Ward 10,1486,1403,2889,702,-83,106,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Umguza,Ward 11,3120,3134,6254,1556,14,100,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Umguza,Ward 12,1414,1454,2868,666,40,97,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Umguza,Ward 13,1703,1692,3395,781,-11,101,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Umguza,Ward 14,2604,2402,5006,1338,-202,108,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Umguza,Ward 15,945,973,1918,491,28,97,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Umguza,Ward 16,15240,12857,28097,6513,-2383,119,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Umguza,Ward 17,419,332,751,203,-87,126,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Umguza,Ward 18,1374,1514,2888,645,140,91,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Umguza,Ward 19,2668,2274,4942,1295,-394,117,113265,28358,4,94,52,48,4,109,48,52
Zimbabwe,Matebeleland North,Hwange Urban,Ward 01,603,582,1185,347,-21,104,40241,11441,4,94,52,48,4,100,50,50
Zimbabwe,Matebeleland North,Hwange Urban,Ward 02,379,378,757,168,-1,100,40241,11441,4,94,52,48,4,100,50,50
Zimbabwe,Matebeleland North,Hwange Urban,Ward 03,453,409,862,246,-44,111,40241,11441,4,94,52,48,4,100,50,50
Zimbabwe,Matebeleland North,Hwange Urban,Ward 04,697,730,1427,433,33,95,40241,11441,4,94,52,48,4,100,50,50
Zimbabwe,Matebeleland North,Hwange Urban,Ward 05,1027,1115,2142,674,88,92,40241,11441,4,94,52,48,4,100,50,50
Zimbabwe,Matebeleland North,Hwange Urban,Ward 06,2663,2947,5610,1750,284,90,40241,11441,4,94,52,48,4,100,50,50
Zimbabwe,Matebeleland North,Hwange Urban,Ward 07,553,369,922,208,-184,150,40241,11441,4,94,52,48,4,100,50,50
Zimbabwe,Matebeleland North,Hwange Urban,Ward 08,4382,4584,8966,2552,202,96,40241,11441,4,94,52,48,4,100,50,50
Zimbabwe,Matebeleland North,Hwange Urban,Ward 09,265,243,508,157,-22,109,40241,11441,4,94,52,48,4,100,50,50
Zimbabwe,Matebeleland North,Hwange Urban,Ward 10,1060,1038,2098,602,-22,102,40241,11441,4,94,52,48,4,100,50,50
Zimbabwe,Matebeleland North,Hwange Urban,Ward 11,2039,1801,3840,1070,-238,113,40241,11441,4,94,52,48,4,100,50,50
Zimbabwe,Matebeleland North,Hwange Urban,Ward 12,1122,1113,2235,567,-9,101,40241,11441,4,94,52,48,4,100,50,50
Zimbabwe,Matebeleland North,Hwange Urban,Ward 14,2520,2545,5065,1389,25,99,40241,11441,4,94,52,48,4,100,50,50
Zimbabwe,Matebeleland North,Hwange Urban,Ward 15,2348,2276,4624,1278,-72,103,40241,11441,4,94,52,48,4,100,50,50
Zimbabwe,Matebeleland North,Victoria Falls,Ward 01,568,628,1196,382,60,90,35215,10242,3,94,52,48,4,90,53,47
Zimbabwe,Matebeleland North,Victoria Falls,Ward 02,786,758,1544,602,-28,104,35215,10242,3,94,52,48,4,90,53,47
Zimbabwe,Matebeleland North,Victoria Falls,Ward 03,562,602,1164,336,40,93,35215,10242,3,94,52,48,4,90,53,47
Zimbabwe,Matebeleland North,Victoria Falls,Ward 04,948,1074,2022,550,126,88,35215,10242,3,94,52,48,4,90,53,47
Zimbabwe,Matebeleland North,Victoria Falls,Ward 05,699,729,1428,396,30,96,35215,10242,3,94,52,48,4,90,53,47
Zimbabwe,Matebeleland North,Victoria Falls,Ward 06,602,646,1248,368,44,93,35215,10242,3,94,52,48,4,90,53,47
Zimbabwe,Matebeleland North,Victoria Falls,Ward 07,734,853,1587,441,119,86,35215,10242,3,94,52,48,4,90,53,47
Zimbabwe,Matebeleland North,Victoria Falls,Ward 08,607,751,1358,389,144,81,35215,10242,3,94,52,48,4,90,53,47
Zimbabwe,Matebeleland North,Victoria Falls,Ward 09,1530,1797,3327,918,267,85,35215,10242,3,94,52,48,4,90,53,47
Zimbabwe,Matebeleland North,Victoria Falls,Ward 10,1254,1329,2583,765,75,94,35215,10242,3,94,52,48,4,90,53,47
Zimbabwe,Matebeleland North,Victoria Falls,Ward 11,8381,9377,17758,5095,996,89,35215,10242,3,94,52,48,4,90,53,47
Zimbabwe,Matebeleland South,Beitbridge,Ward 01,2455,2818,5273,1207,363,87,94001,23197,4,95,51,49,4,89,53,47
Zimbabwe,Matebeleland South,Beitbridge,Ward 02,2573,2907,5480,1385,334,89,94001,23197,4,95,51,49,4,89,53,47
Zimbabwe,Matebeleland South,Beitbridge,Ward 03,3571,4630,8201,2062,1059,77,94001,23197,4,95,51,49,4,89,53,47
Zimbabwe,Matebeleland South,Beitbridge,Ward 04,3086,3608,6694,1593,522,86,94001,23197,4,95,51,49,4,89,53,47
Zimbabwe,Matebeleland South,Beitbridge,Ward 05,6081,6935,13016,3127,854,88,94001,23197,4,95,51,49,4,89,53,47
Zimbabwe,Matebeleland South,Beitbridge,Ward 06,4167,4533,8700,2170,366,92,94001,23197,4,95,51,49,4,89,53,47
Zimbabwe,Matebeleland South,Beitbridge,Ward 07,1668,1871,3539,881,203,89,94001,23197,4,95,51,49,4,89,53,47
Zimbabwe,Matebeleland South,Beitbridge,Ward 08,2017,2302,4319,1038,285,88,94001,23197,4,95,51,49,4,89,53,47
Zimbabwe,Matebeleland South,Beitbridge,Ward 09,2379,2625,5004,1218,246,91,94001,23197,4,95,51,49,4,89,53,47
Zimbabwe,Matebeleland South,Beitbridge,Ward 10,3053,3625,6678,1492,572,84,94001,23197,4,95,51,49,4,89,53,47
Zimbabwe,Matebeleland South,Beitbridge,Ward 11,3772,4298,8070,1779,526,88,94001,23197,4,95,51,49,4,89,53,47
Zimbabwe,Matebeleland South,Beitbridge,Ward 12,3287,3691,6978,1640,404,89,94001,23197,4,95,51,49,4,89,53,47
Zimbabwe,Matebeleland South,Beitbridge,Ward 13,1584,1284,2868,760,-300,123,94001,23197,4,95,51,49,4,89,53,47
Zimbabwe,Matebeleland South,Beitbridge,Ward 14,2377,1847,4224,1657,-530,129,94001,23197,4,95,51,49,4,89,53,47
Zimbabwe,Matebeleland South,Beitbridge,Ward 15,2281,2676,4957,1188,395,85,94001,23197,4,95,51,49,4,89,53,47
Zimbabwe,Matebeleland South,Bulilima,Ward 01,2209,2502,4711,1136,293,88,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 02,1240,1464,2704,699,224,85,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 03,2789,3146,5935,1391,357,89,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 04,2121,2393,4514,1128,272,89,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 05,2728,3185,5913,1530,457,86,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 06,2122,2605,4727,1194,483,81,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 07,3316,4033,7349,1847,717,82,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 08,1900,2447,4347,989,547,78,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 09,2213,2558,4771,1113,345,87,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 10,1742,2064,3806,896,322,84,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 11,2174,2581,4755,1086,407,84,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 12,2644,3251,5895,1349,607,81,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 13,1480,1811,3291,774,331,82,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 14,2533,3077,5610,1378,544,82,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 15,774,842,1616,335,68,92,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 16,968,876,1844,407,-92,111,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 17,178,189,367,85,11,94,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 18,397,419,816,189,22,95,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 19,2382,2535,4917,1433,153,94,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 20,915,973,1888,463,58,94,85600,20837,4,95,51,49,4,86,54,46
Zimbabwe,Matebeleland South,Bulilima,Ward 21,929,1084,2013,533,155,86,85600,20837,4,95,51,49,4,86,54,46
